Invoice ID,city,customertype,gender,product,itemprice,quantity,total,date,time,payment,customersalary,rating
320-85-2052,Mombasa,Normal,Female,Sports and travel,34.81,1,36.5505,1/14/2019,10:11,Credit card,1.7405,7
370-96-0655,Nakuru,Normal,Female,Fashion accessories,49.32,6,310.716,1/9/2019,13:46,MPESA,14.796,7.1
105-10-6182,Nairobi,Member,Male,Fashion accessories,21.48,2,45.108,2/27/2019,12:22,MPESA,2.148,6.6
510-79-0415,Mombasa,Member,Female,Sports and travel,23.08,6,145.404,1/24/2019,19:20,MPESA,6.924,4.9
241-96-5076,Mombasa,Member,Female,Home and lifestyle,49.1,2,103.11,1/8/2019,12:58,Credit card,4.91,6.4
767-97-4650,Mombasa,Member,Female,Sports and travel,64.83,2,136.143,1/8/2019,11:59,Credit card,6.483,8
648-83-1321,Nairobi,Member,Male,Home and lifestyle,63.56,10,667.38,1/16/2019,17:59,Cash,31.78,4.3
173-57-2300,Nakuru,Member,Male,Sports and travel,72.88,2,153.048,3/13/2019,12:51,Cash,7.288,6.1
305-03-2383,Nairobi,Normal,Female,Food and beverages,67.1,3,211.365,2/15/2019,10:36,Cash,10.065,7.5
394-55-6384,Nakuru,Member,Female,Sports and travel,70.19,9,663.2955,1/25/2019,13:38,Cash,31.5855,6.7
266-20-6657,Nakuru,Member,Male,Food and beverages,55.04,7,404.544,3/12/2019,19:39,MPESA,19.264,5.2
689-05-1884,Nairobi,Member,Male,Health and beauty,48.63,10,510.615,3/4/2019,12:44,Cash,24.315,8.8
196-01-2849,Nakuru,Member,Female,Fashion accessories,73.38,7,539.343,2/10/2019,13:56,Cash,25.683,9.5
372-62-5264,Nakuru,Normal,Female,Food and beverages,52.6,9,497.07,1/16/2019,14:42,Cash,23.67,7.6
800-09-8606,Nairobi,Member,Female,Home and lifestyle,87.37,5,458.6925,1/29/2019,19:45,Cash,21.8425,6.6
182-52-7000,Nairobi,Member,Female,Sports and travel,27.04,4,113.568,1/1/2019,20:26,MPESA,5.408,6.9
826-58-8051,Mombasa,Normal,Male,Home and lifestyle,62.19,4,261.198,1/6/2019,19:46,MPESA,12.438,4.3
868-06-0466,Nairobi,Member,Male,Electronic accessories,69.58,9,657.531,2/19/2019,19:38,Credit card,31.311,7.8
751-41-9720,Nakuru,Normal,Male,Home and lifestyle,97.5,10,1023.75,1/12/2019,16:18,MPESA,48.75,8
626-43-7888,Nakuru,Normal,Female,Fashion accessories,60.41,8,507.444,2/7/2019,12:23,MPESA,24.164,9.6
176-64-7711,Mombasa,Normal,Male,Food and beverages,32.32,3,101.808,3/27/2019,19:11,Credit card,4.848,4.3
191-29-0321,Mombasa,Member,Female,Fashion accessories,19.77,10,207.585,2/27/2019,18:57,Credit card,9.885,5
729-06-2010,Mombasa,Member,Male,Health and beauty,80.47,9,760.4415,1/6/2019,11:18,Cash,36.2115,9.2
640-48-5028,Mombasa,Member,Female,Home and lifestyle,88.39,9,835.2855,3/2/2019,12:40,Cash,39.7755,6.3
186-79-9562,Mombasa,Normal,Male,Health and beauty,71.77,7,527.5095,3/29/2019,14:06,Cash,25.1195,8.9
834-45-5519,Mombasa,Normal,Female,Electronic accessories,43,4,180.6,1/31/2019,20:48,MPESA,8.6,7.6
162-65-8559,Nakuru,Member,Male,Food and beverages,68.98,1,72.429,1/21/2019,20:13,Cash,3.449,4.8
760-27-5490,Nakuru,Normal,Male,Fashion accessories,15.62,8,131.208,1/20/2019,20:37,MPESA,6.248,9.1
445-30-9252,Nairobi,Normal,Male,Sports and travel,25.7,3,80.955,1/17/2019,17:59,MPESA,3.855,6.1
786-94-2700,Nairobi,Member,Male,Food and beverages,80.62,6,507.906,2/28/2019,20:18,Cash,24.186,9.1
728-88-7867,Nakuru,Member,Female,Home and lifestyle,75.53,4,317.226,3/19/2019,15:52,MPESA,15.106,8.3
183-21-3799,Nakuru,Normal,Female,Electronic accessories,77.63,9,733.6035,2/19/2019,15:14,MPESA,34.9335,7.2
268-20-3585,Nakuru,Normal,Female,Health and beauty,13.85,9,130.8825,2/4/2019,12:50,MPESA,6.2325,6
735-32-9839,Nakuru,Member,Male,Fashion accessories,98.7,8,829.08,1/31/2019,10:36,MPESA,39.48,8.5
258-92-7466,Nairobi,Normal,Female,Health and beauty,35.68,5,187.32,2/6/2019,18:33,Credit card,8.92,6.6
857-16-3520,Nairobi,Member,Female,Fashion accessories,71.46,7,525.231,3/28/2019,16:06,MPESA,25.011,4.5
482-17-1179,Nairobi,Member,Female,Electronic accessories,11.94,3,37.611,1/19/2019,12:47,Credit card,1.791,8.1
788-21-5741,Nairobi,Normal,Female,Fashion accessories,45.38,3,142.947,2/17/2019,13:34,Credit card,6.807,7.2
821-14-9046,Mombasa,Member,Female,Fashion accessories,17.48,6,110.124,1/18/2019,15:04,Credit card,5.244,6.1
418-05-0656,Mombasa,Normal,Female,Fashion accessories,25.56,7,187.866,2/2/2019,20:42,Cash,8.946,7.1
678-79-0726,Nakuru,Member,Female,Sports and travel,90.63,9,856.4535,1/18/2019,15:28,Cash,40.7835,5.1
776-68-1096,Mombasa,Normal,Female,Home and lifestyle,44.12,3,138.978,3/18/2019,13:45,Credit card,6.618,7.9
592-46-1692,Nakuru,Member,Female,Food and beverages,36.77,7,270.2595,1/11/2019,20:10,Cash,12.8695,7.4
434-35-9162,Mombasa,Member,Female,Food and beverages,23.34,4,98.028,2/4/2019,18:53,MPESA,4.668,7.4
149-14-0304,Nakuru,Member,Female,Health and beauty,28.5,8,239.4,2/6/2019,14:24,Cash,11.4,6.6
442-44-6497,Nakuru,Member,Female,Home and lifestyle,55.57,3,175.0455,1/8/2019,11:42,Credit card,8.3355,5.9
174-64-0215,Mombasa,Normal,Female,Sports and travel,69.74,10,732.27,3/5/2019,17:49,Credit card,34.87,8.9
210-74-9613,Nakuru,Normal,Female,Fashion accessories,97.26,4,408.492,3/16/2019,15:33,MPESA,19.452,6.8
299-29-0180,Mombasa,Member,Female,Home and lifestyle,52.18,7,383.523,3/9/2019,10:54,Cash,18.263,9.3
247-11-2470,Nairobi,Member,Female,Fashion accessories,22.32,4,93.744,3/1/2019,16:23,Credit card,4.464,4.4
635-28-5728,Nairobi,Normal,Female,Health and beauty,56,3,176.4,2/28/2019,19:33,MPESA,8.4,4.8
756-49-0168,Nairobi,Member,Female,Fashion accessories,19.7,1,20.685,2/8/2019,11:39,MPESA,0.985,9.5
438-23-1242,Mombasa,Normal,Female,Electronic accessories,75.88,7,557.718,1/24/2019,10:38,MPESA,26.558,8.9
238-45-6950,Mombasa,Member,Female,Food and beverages,53.72,1,56.406,3/1/2019,20:03,MPESA,2.686,6.4
607-65-2441,Nakuru,Member,Female,Health and beauty,81.95,10,860.475,3/10/2019,12:39,Credit card,40.975,6
386-27-7606,Nakuru,Member,Female,Home and lifestyle,81.2,7,596.82,3/23/2019,15:59,Credit card,28.42,8.1
137-63-5492,Nakuru,Normal,Female,Electronic accessories,58.76,10,616.98,1/29/2019,14:26,MPESA,29.38,9
197-77-7132,Mombasa,Member,Female,Electronic accessories,91.56,8,769.104,1/12/2019,18:22,MPESA,36.624,6
805-86-0265,Nairobi,Normal,Female,Home and lifestyle,93.96,9,887.922,3/20/2019,11:32,Cash,42.282,9.8
733-29-1227,Nakuru,Normal,Female,Home and lifestyle,55.61,7,408.7335,3/23/2019,12:41,Cash,19.4635,8.5
451-73-2711,Nakuru,Normal,Female,Food and beverages,84.83,1,89.0715,1/14/2019,15:20,MPESA,4.2415,8.8
373-14-0504,Nairobi,Member,Female,Sports and travel,71.63,2,150.423,2/12/2019,14:33,MPESA,7.163,8.8
546-80-2899,Nairobi,Member,Female,Home and lifestyle,37.69,2,79.149,2/20/2019,15:29,MPESA,3.769,9.5
345-68-9016,Nakuru,Member,Female,Sports and travel,31.67,8,266.028,1/2/2019,16:19,Credit card,12.668,5.6
390-17-5806,Nakuru,Member,Female,Food and beverages,38.42,1,40.341,2/2/2019,16:33,Cash,1.921,8.6
457-13-1708,Mombasa,Member,Female,Fashion accessories,65.23,10,684.915,1/8/2019,19:07,Credit card,32.615,5.2
664-14-2882,Nakuru,Member,Female,Home and lifestyle,10.53,5,55.2825,1/30/2019,14:43,Credit card,2.6325,5.8
487-79-6868,Mombasa,Member,Female,Home and lifestyle,12.29,9,116.1405,3/26/2019,19:28,Credit card,5.5305,8
314-23-4520,Nakuru,Member,Female,Health and beauty,81.23,7,597.0405,1/15/2019,20:44,Cash,28.4305,9
210-30-7976,Mombasa,Member,Female,Fashion accessories,22.32,4,93.744,3/14/2019,11:16,MPESA,4.464,4.1
585-86-8361,Nairobi,Normal,Female,Food and beverages,27.28,5,143.22,2/3/2019,10:31,Credit card,6.82,8.6
807-14-7833,Nairobi,Member,Female,Electronic accessories,17.42,10,182.91,2/22/2019,12:30,MPESA,8.71,7
775-72-1988,Mombasa,Normal,Female,Home and lifestyle,73.28,5,384.72,1/24/2019,15:05,MPESA,18.32,8.4
288-38-3758,Nakuru,Member,Female,Fashion accessories,84.87,3,267.3405,1/25/2019,18:30,MPESA,12.7305,7.4
652-43-6591,Nairobi,Normal,Female,Fashion accessories,97.29,8,817.236,3/9/2019,13:18,Credit card,38.916,6.2
785-96-0615,Mombasa,Member,Female,Electronic accessories,35.74,8,300.216,2/17/2019,15:28,MPESA,14.296,4.9
406-46-7107,Nairobi,Normal,Female,Home and lifestyle,96.52,6,608.076,1/11/2019,11:52,Cash,28.956,4.5
250-17-5703,Nairobi,Member,Female,Food and beverages,18.85,10,197.925,2/27/2019,18:24,MPESA,9.425,5.6
156-95-3964,Nairobi,Normal,Female,Food and beverages,55.39,4,232.638,3/25/2019,15:19,MPESA,11.078,8
842-40-8179,Mombasa,Member,Female,Food and beverages,77.2,10,810.6,2/11/2019,10:38,Credit card,38.6,5.6
525-09-8450,Mombasa,Normal,Female,Electronic accessories,72.13,10,757.365,1/31/2019,15:12,Credit card,36.065,4.2
410-67-1709,Nairobi,Member,Female,Fashion accessories,63.88,8,536.592,1/20/2019,17:48,MPESA,25.552,9.9
587-73-4862,Nairobi,Member,Female,Health and beauty,10.69,5,56.1225,3/26/2019,11:07,MPESA,2.6725,7.6
787-87-2010,Nairobi,Member,Female,Health and beauty,55.5,4,233.1,1/20/2019,15:48,Credit card,11.1,6.6
593-14-4239,Mombasa,Normal,Female,Home and lifestyle,95.46,8,801.864,3/5/2019,19:40,MPESA,38.184,4.7
801-88-0346,Nakuru,Normal,Female,Fashion accessories,76.06,3,239.589,1/5/2019,20:30,Credit card,11.409,9.8
388-76-2555,Mombasa,Normal,Female,Fashion accessories,13.69,6,86.247,2/13/2019,13:59,Cash,4.107,6.3
711-31-1234,Mombasa,Normal,Female,Fashion accessories,95.64,4,401.688,3/16/2019,18:51,Cash,19.128,7.9
886-54-6089,Nairobi,Normal,Female,Fashion accessories,11.43,6,72.009,1/15/2019,17:24,Cash,3.429,7.7
707-32-7409,Mombasa,Member,Female,Fashion accessories,95.54,4,401.268,2/26/2019,11:58,MPESA,19.108,4.5
759-98-4285,Nakuru,Member,Female,Fashion accessories,85.87,7,631.1445,2/27/2019,19:01,Credit card,30.0545,8
201-63-8275,Nakuru,Member,Female,Fashion accessories,67.99,7,499.7265,2/17/2019,16:50,MPESA,23.7965,5.7
471-06-8611,Nakuru,Normal,Female,Fashion accessories,52.42,1,55.041,2/6/2019,10:22,Credit card,2.621,6.3
200-16-5952,Nakuru,Member,Female,Fashion accessories,65.65,2,137.865,1/17/2019,16:46,Cash,6.565,6
120-54-2248,Mombasa,Normal,Female,Fashion accessories,28.86,5,151.515,1/22/2019,18:08,Credit card,7.215,8
102-77-2261,Nakuru,Member,Female,Fashion accessories,65.31,7,480.0285,3/5/2019,18:02,Credit card,22.8585,4.2
875-31-8302,Mombasa,Normal,Female,Fashion accessories,93.38,1,98.049,1/3/2019,13:07,Cash,4.669,9.6
102-06-2002,Nakuru,Member,Female,Fashion accessories,25.25,5,132.5625,3/20/2019,17:52,Cash,6.3125,6.1
457-94-0464,Mombasa,Member,Female,Fashion accessories,87.87,9,830.3715,1/31/2019,20:32,MPESA,39.5415,5.6
629-42-4133,Nakuru,Normal,Female,Fashion accessories,21.8,8,183.12,2/19/2019,19:24,Cash,8.72,8.3
534-53-3526,Nairobi,Normal,Female,Fashion accessories,94.76,4,397.992,2/11/2019,16:06,MPESA,18.952,7.8
307-04-2070,Nairobi,Member,Female,Fashion accessories,30.62,1,32.151,2/5/2019,14:14,Credit card,1.531,4.1
468-99-7231,Nakuru,Normal,Female,Fashion accessories,44.01,8,369.684,3/3/2019,17:36,Cash,17.604,8.8
516-77-6464,Nakuru,Member,Female,Fashion accessories,10.16,5,53.34,2/24/2019,13:08,MPESA,2.54,4.1
404-91-5964,Nairobi,Normal,Female,Fashion accessories,74.58,7,548.163,2/4/2019,16:09,Credit card,26.103,9
886-77-9084,Nakuru,Normal,Female,Fashion accessories,71.89,8,603.876,2/19/2019,11:33,MPESA,28.756,5.5
790-38-4466,Nakuru,Normal,Female,Fashion accessories,10.99,5,57.6975,1/23/2019,10:18,Credit card,2.7475,9.3
704-10-4056,Nakuru,Member,Female,Fashion accessories,60.47,3,190.4805,1/14/2019,10:55,Credit card,9.0705,5.6
497-37-6538,Nairobi,Normal,Female,Fashion accessories,58.91,7,432.9885,1/17/2019,15:15,MPESA,20.6185,9.7
651-96-5970,Nairobi,Normal,Female,Fashion accessories,46.41,1,48.7305,3/3/2019,20:06,Credit card,2.3205,4
400-80-4065,Nakuru,Member,Female,Fashion accessories,68.55,4,287.91,2/15/2019,20:21,Credit card,13.71,9.2
744-16-7898,Mombasa,Normal,Female,Fashion accessories,97.37,10,1022.385,1/15/2019,13:48,Credit card,48.685,4.9
263-12-5321,Nairobi,Member,Female,Fashion accessories,92.6,7,680.61,2/27/2019,12:52,Credit card,32.41,9.3
702-72-0487,Nairobi,Normal,Female,Electronic accessories,46.61,2,97.881,2/26/2019,12:28,Credit card,4.661,6.6
605-83-1050,Mombasa,Normal,Female,Fashion accessories,27.18,2,57.078,3/15/2019,16:26,MPESA,2.718,4.3
443-60-9639,Nakuru,Member,Male,Home and lifestyle,60.87,1,63.9135,1/24/2019,13:24,Cash,3.0435,5.5
864-24-7918,Nairobi,Member,Female,Sports and travel,24.49,10,257.145,2/22/2019,15:15,Cash,12.245,8.1
359-94-5395,Mombasa,Normal,Female,Health and beauty,92.78,1,97.419,3/15/2019,10:50,Credit card,4.639,9.8
401-09-4232,Nakuru,Member,Female,Home and lifestyle,86.69,5,455.1225,2/11/2019,18:38,MPESA,21.6725,9.4
751-15-6198,Mombasa,Normal,Female,Sports and travel,23.01,6,144.963,1/12/2019,16:45,MPESA,6.903,7.9
324-41-6833,Nakuru,Member,Female,Electronic accessories,30.2,8,253.68,3/3/2019,19:30,MPESA,12.08,5.1
474-33-8305,Nakuru,Member,Female,Fashion accessories,67.39,7,495.3165,3/23/2019,13:23,MPESA,23.5865,6.9
759-29-9521,Nairobi,Member,Female,Fashion accessories,48.96,9,462.672,3/4/2019,11:27,Cash,22.032,8
831-81-6575,Mombasa,Member,Female,Electronic accessories,75.59,9,714.3255,2/23/2019,11:12,Cash,34.0155,8
220-68-6701,Nairobi,Normal,Female,Home and lifestyle,77.47,4,325.374,3/17/2019,16:36,Cash,15.494,4.2
618-34-8551,Nairobi,Normal,Female,Sports and travel,93.18,2,195.678,1/16/2019,18:41,Credit card,9.318,8.5
257-60-7754,Nairobi,Normal,Male,Electronic accessories,50.23,4,210.966,1/8/2019,17:12,Cash,10.046,9
559-61-5987,Mombasa,Normal,Female,Health and beauty,17.75,1,18.6375,1/14/2019,10:38,Cash,0.8875,8.6
189-55-2313,Nakuru,Normal,Female,Fashion accessories,62.18,10,652.89,1/31/2019,10:33,MPESA,31.09,6
565-91-4567,Mombasa,Normal,Female,Health and beauty,10.75,8,90.3,3/15/2019,14:38,MPESA,4.3,6.2
380-60-5336,Nairobi,Normal,Female,Electronic accessories,40.26,10,422.73,2/24/2019,18:06,Credit card,20.13,5
815-04-6282,Nakuru,Member,Female,Sports and travel,64.97,5,341.0925,2/8/2019,12:52,Credit card,16.2425,6.5
674-56-6360,Nairobi,Normal,Female,Electronic accessories,95.15,1,99.9075,3/22/2019,14:00,Cash,4.7575,6
778-34-2523,Nairobi,Member,Female,Electronic accessories,48.62,8,408.408,1/24/2019,10:57,Cash,19.448,5
499-27-7781,Mombasa,Normal,Female,Food and beverages,53.21,8,446.964,3/14/2019,16:45,MPESA,21.284,5
477-59-2456,Nakuru,Normal,Female,Fashion accessories,45.44,7,333.984,1/23/2019,11:15,Cash,15.904,9.2
832-51-6761,Nairobi,Normal,Male,Food and beverages,33.88,8,284.592,1/19/2019,20:29,MPESA,13.552,9.6
869-11-3082,Mombasa,Member,Male,Health and beauty,96.16,4,403.872,1/27/2019,20:03,Credit card,19.232,8.4
190-59-3964,Mombasa,Member,Male,Food and beverages,47.16,5,247.59,2/3/2019,14:35,Credit card,11.79,6
366-43-6862,Mombasa,Normal,Male,Electronic accessories,52.89,4,222.138,3/25/2019,16:32,MPESA,10.578,6.7
186-43-8965,Nairobi,Member,Female,Home and lifestyle,47.68,2,100.128,2/24/2019,10:10,Credit card,4.768,4.1
784-21-9238,Nakuru,Member,Male,Sports and travel,10.17,1,10.6785,2/7/2019,14:15,Cash,0.5085,5.9
276-75-6884,Nairobi,Normal,Female,Health and beauty,68.71,3,216.4365,3/4/2019,10:05,Cash,10.3065,8.7
109-86-4363,Mombasa,Member,Female,Sports and travel,60.08,7,441.588,2/14/2019,11:36,Credit card,21.028,4.5
569-76-2760,Nairobi,Member,Female,Sports and travel,22.01,4,92.442,1/29/2019,18:15,Credit card,4.402,6.6
222-42-0244,Mombasa,Member,Female,Health and beauty,72.11,9,681.4395,1/28/2019,13:53,Credit card,32.4495,7.7
760-53-9233,Nairobi,Member,Male,Fashion accessories,41.28,3,130.032,3/26/2019,18:37,Credit card,6.192,8.5
538-22-0304,Nakuru,Normal,Male,Electronic accessories,64.95,10,681.975,3/24/2019,18:27,Cash,32.475,5.2
416-17-9926,Nairobi,Member,Female,Electronic accessories,74.22,10,779.31,1/1/2019,14:42,Credit card,37.11,4.3
237-44-6163,Nairobi,Normal,Male,Electronic accessories,10.56,8,88.704,1/24/2019,17:43,Cash,4.224,7.6
636-17-0325,Mombasa,Normal,Male,Health and beauty,62.57,4,262.794,2/25/2019,18:37,Cash,12.514,9.5
343-75-9322,Mombasa,Member,Female,Sports and travel,11.85,8,99.54,1/9/2019,16:34,Cash,4.74,4.1
528-14-9470,Nairobi,Member,Male,Health and beauty,91.3,1,95.865,2/14/2019,14:42,MPESA,4.565,9.2
427-45-9297,Mombasa,Member,Female,Home and lifestyle,40.73,7,299.3655,3/12/2019,11:01,MPESA,14.2555,5.4
807-34-3742,Nairobi,Normal,Male,Fashion accessories,52.38,1,54.999,3/26/2019,19:44,Cash,2.619,5.8
288-62-1085,Nairobi,Member,Male,Fashion accessories,38.54,5,202.335,1/9/2019,13:34,MPESA,9.635,5.6
670-71-7306,Mombasa,Normal,Male,Sports and travel,44.63,6,281.169,1/2/2019,20:08,Credit card,13.389,5.1
660-29-7083,Nakuru,Normal,Male,Electronic accessories,55.87,10,586.635,1/15/2019,15:01,Cash,27.935,5.8
271-77-8740,Nakuru,Member,Female,Sports and travel,29.22,6,184.086,1/1/2019,11:40,MPESA,8.766,5
497-36-0989,Nairobi,Normal,Male,Fashion accessories,51.94,3,163.611,2/15/2019,15:21,Cash,7.791,7.9
291-59-1384,Mombasa,Normal,Male,Electronic accessories,60.3,1,63.315,2/28/2019,17:38,Cash,3.015,6
860-73-6466,Nairobi,Member,Female,Sports and travel,39.47,2,82.887,3/2/2019,16:16,Credit card,3.947,5
549-23-9016,Nakuru,Member,Female,Food and beverages,14.87,2,31.227,2/13/2019,18:15,Credit card,1.487,8.9
896-34-0956,Nairobi,Normal,Male,Fashion accessories,21.32,1,22.386,1/26/2019,12:43,Cash,1.066,5.9
804-38-3935,Nairobi,Member,Male,Electronic accessories,93.78,3,295.407,1/30/2019,11:32,Credit card,14.067,5.9
585-90-0249,Nairobi,Member,Male,Electronic accessories,73.26,1,76.923,1/27/2019,18:08,MPESA,3.663,9.7
862-29-5914,Nakuru,Normal,Female,Sports and travel,22.38,1,23.499,1/30/2019,17:08,Credit card,1.119,8.6
845-94-6841,Nakuru,Member,Female,Food and beverages,72.88,9,688.716,1/8/2019,19:38,Cash,32.796,4
125-45-2293,Nairobi,Normal,Female,Fashion accessories,99.1,6,624.33,1/19/2019,13:11,Cash,29.73,4.2
843-73-4724,Nairobi,Normal,Male,Fashion accessories,74.1,1,77.805,1/25/2019,11:05,Cash,3.705,9.2
409-33-9708,Nairobi,Normal,Female,Fashion accessories,98.48,2,206.808,2/19/2019,10:12,MPESA,9.848,9.2
658-66-3967,Nakuru,Normal,Male,Health and beauty,53.19,7,390.9465,1/14/2019,15:42,MPESA,18.6165,5
866-70-2814,Mombasa,Normal,Female,Electronic accessories,52.79,10,554.295,2/25/2019,11:58,MPESA,26.395,10
160-22-2687,Nairobi,Member,Female,Health and beauty,95.95,5,503.7375,1/23/2019,14:21,MPESA,23.9875,8.8
895-03-6665,Mombasa,Normal,Female,Fashion accessories,36.51,9,345.0195,2/16/2019,10:52,Cash,16.4295,4.2
770-42-8960,Mombasa,Normal,Male,Food and beverages,21.12,8,177.408,1/1/2019,19:31,Cash,8.448,6.3
748-45-2862,Nairobi,Member,Female,Home and lifestyle,28.31,4,118.902,3/7/2019,18:35,Cash,5.662,8.2
234-36-2483,Mombasa,Normal,Male,Health and beauty,57.59,6,362.817,2/15/2019,13:51,Cash,17.277,5.1
316-66-3011,Nairobi,Member,Female,Food and beverages,47.63,9,450.1035,1/23/2019,12:35,Cash,21.4335,5
848-95-6252,Nakuru,Member,Female,Home and lifestyle,86.27,1,90.5835,2/20/2019,13:24,MPESA,4.3135,7
840-76-5966,Nairobi,Member,Male,Sports and travel,12.76,2,26.796,1/8/2019,18:06,MPESA,1.276,7.8
152-03-4217,Mombasa,Normal,Female,Home and lifestyle,11.28,9,106.596,3/17/2019,11:55,Credit card,5.076,4.3
533-66-5566,Mombasa,Normal,Female,Home and lifestyle,51.07,7,375.3645,1/12/2019,11:42,Cash,17.8745,7
124-31-1458,Nairobi,Member,Female,Electronic accessories,79.59,3,250.7085,1/8/2019,14:30,Cash,11.9385,6.6
176-78-1170,Nakuru,Member,Male,Health and beauty,33.81,3,106.5015,1/26/2019,15:11,MPESA,5.0715,7.3
361-59-0574,Mombasa,Member,Male,Sports and travel,90.53,8,760.452,3/15/2019,14:48,Credit card,36.212,6.5
101-81-4070,Nakuru,Member,Female,Health and beauty,62.82,2,131.922,1/17/2019,12:36,MPESA,6.282,4.9
631-34-1880,Nakuru,Member,Male,Food and beverages,24.31,3,76.5765,1/8/2019,19:09,Credit card,3.6465,4.3
852-82-2749,Nairobi,Normal,Male,Sports and travel,64.59,4,271.278,1/6/2019,13:35,MPESA,12.918,9.3
873-14-6353,Nairobi,Member,Male,Food and beverages,24.82,7,182.427,2/16/2019,10:33,Credit card,8.687,7.1
584-66-4073,Nakuru,Normal,Male,Fashion accessories,56.5,1,59.325,3/13/2019,15:45,MPESA,2.825,9.6
544-55-9589,Mombasa,Member,Female,Electronic accessories,21.43,10,225.015,1/28/2019,11:51,Cash,10.715,6.2
166-19-2553,Nairobi,Member,Male,Sports and travel,89.06,6,561.078,1/18/2019,17:26,Cash,26.718,9.9
737-88-5876,Nairobi,Member,Male,Home and lifestyle,23.29,4,97.818,3/19/2019,11:52,Credit card,4.658,5.9
154-87-7367,Nakuru,Normal,Male,Home and lifestyle,65.26,8,548.184,3/15/2019,14:04,MPESA,26.104,6.3
885-56-0389,Nakuru,Member,Male,Fashion accessories,52.35,1,54.9675,2/12/2019,17:49,Cash,2.6175,4
608-05-3804,Mombasa,Member,Male,Electronic accessories,39.75,1,41.7375,2/25/2019,20:19,Cash,1.9875,6.1
448-61-3783,Nairobi,Normal,Female,Electronic accessories,90.02,8,756.168,3/21/2019,16:08,Credit card,36.008,4.5
761-49-0439,Mombasa,Member,Female,Electronic accessories,12.1,8,101.64,1/19/2019,10:17,MPESA,4.84,8.6
490-95-0021,Mombasa,Member,Female,Food and beverages,33.21,10,348.705,1/8/2019,14:25,MPESA,16.605,6
115-38-7388,Nakuru,Member,Female,Fashion accessories,10.18,8,85.512,3/30/2019,12:51,Credit card,4.072,9.5
311-13-6971,Mombasa,Member,Male,Sports and travel,31.99,10,335.895,2/20/2019,15:18,Credit card,15.995,9.9
291-55-6563,Nairobi,Member,Female,Home and lifestyle,34.42,6,216.846,3/30/2019,12:45,MPESA,10.326,7.5
548-48-3156,Nairobi,Member,Female,Food and beverages,83.34,2,175.014,3/19/2019,13:37,Cash,8.334,7.6
460-93-5834,Nairobi,Normal,Male,Sports and travel,45.58,7,335.013,1/13/2019,10:03,Cash,15.953,5
325-89-4209,Nairobi,Member,Male,Food and beverages,87.9,1,92.295,2/5/2019,19:42,MPESA,4.395,6.7
884-80-6021,Nairobi,Member,Female,Electronic accessories,73.47,10,771.435,3/23/2019,13:14,MPESA,36.735,9.5
137-74-8729,Nakuru,Normal,Female,Fashion accessories,12.19,8,102.396,3/13/2019,12:47,MPESA,4.876,6.8
880-46-5796,Nairobi,Member,Male,Sports and travel,76.92,10,807.66,3/17/2019,19:53,MPESA,38.46,5.6
389-70-2397,Nakuru,Normal,Female,Health and beauty,83.66,5,439.215,2/21/2019,10:26,Cash,20.915,7.2
114-35-5271,Mombasa,Normal,Female,Electronic accessories,57.91,8,486.444,2/7/2019,15:06,Cash,23.164,8.1
607-76-6216,Nakuru,Member,Female,Fashion accessories,92.49,5,485.5725,3/2/2019,16:35,Credit card,23.1225,8.6
715-20-1673,Mombasa,Normal,Male,Electronic accessories,28.38,5,148.995,3/6/2019,20:57,Cash,7.095,9.4
811-35-1094,Mombasa,Member,Male,Electronic accessories,50.45,6,317.835,2/6/2019,15:16,Credit card,15.135,8.9
699-88-1972,Mombasa,Normal,Male,Health and beauty,99.16,8,832.944,1/28/2019,17:47,Credit card,39.664,4.2
781-84-8059,Nakuru,Normal,Male,Fashion accessories,60.74,7,446.439,1/18/2019,16:23,MPESA,21.259,5
409-49-6995,Nakuru,Member,Female,Food and beverages,47.27,6,297.801,2/5/2019,10:17,Cash,14.181,8.8
725-54-0677,Nakuru,Member,Male,Health and beauty,85.6,7,629.16,3/2/2019,13:50,Cash,29.96,5.3
146-09-5432,Nairobi,Member,Male,Food and beverages,35.04,9,331.128,2/9/2019,19:17,MPESA,15.768,4.6
377-79-7592,Nakuru,Member,Female,Electronic accessories,44.84,9,423.738,1/14/2019,14:00,Credit card,20.178,7.5
509-10-0516,Mombasa,Normal,Male,Home and lifestyle,45.97,4,193.074,2/9/2019,12:02,MPESA,9.194,5.1
595-94-9924,Nairobi,Member,Female,Health and beauty,27.73,5,145.5825,3/26/2019,20:21,Credit card,6.9325,4.2
865-41-9075,Nairobi,Normal,Male,Food and beverages,11.53,7,84.7455,1/28/2019,17:35,Cash,4.0355,8.1
545-07-8534,Nakuru,Normal,Female,Health and beauty,58.32,2,122.472,2/14/2019,12:42,MPESA,5.832,6
118-62-1812,Nakuru,Member,Female,Home and lifestyle,78.38,4,329.196,3/24/2019,17:56,Cash,15.676,7.9
450-42-3339,Nakuru,Normal,Male,Health and beauty,84.61,10,888.405,2/9/2019,18:58,Credit card,42.305,8.8
851-98-3555,Mombasa,Normal,Female,Health and beauty,82.88,5,435.12,3/24/2019,14:08,Credit card,20.72,6.6
186-71-5196,Nairobi,Member,Female,Food and beverages,79.54,2,167.034,3/27/2019,16:30,MPESA,7.954,6.2
